node_id, total_out, total_in, pos_in, neg_in, pos_out,neg_out
Howrealisreal, 0, 2, 2, 0, 0, 0
Courtney Akins, 0, 1, 0, 1, 0, 0
Schutz, 51, 2, 2, 0, 50, 1
Lupo, 0, 19, 19, 0, 0, 0
Nihonjoe, 90, 138, 70, 68, 79, 11
Ganfon, 0, 51, 50, 1, 0, 0
Mereda, 0, 1, 1, 0, 0, 0
Mallarme, 0, 1, 0, 1, 0, 0
Sandstein/My Articles (page does not exist), 0, 1, 0, 1, 0, 0
Gogo_Dodo, 78, 0, 0, 0, 72, 6
Bubba hotep, 0, 47, 44, 3, 0, 0
Ed-it, 0, 1, 1, 0, 0, 0
StayinAnon, 0, 6, 5, 1, 0, 0
Rettetast, 41, 66, 61, 5, 41, 0
Casper2k3, 0, 1, 1, 0, 0, 0
Wiki Warfare to Infinity, 0, 4, 4, 0, 0, 0
Dfrg.msc/FAQ, 0, 2, 2, 0, 0, 0
TeckWiz/Esperanza (page does not exist), 0, 3, 3, 0, 0, 0
Memmke (page does not exist), 0, 1, 1, 0, 0, 0
Booksworm, 0, 16, 11, 5, 0, 0
Booksworm/Esperanza, 0, 2, 2, 0, 0, 0
ILovePlankton/Loyalties (page does not exist), 0, 1, 1, 0, 0, 0
Tyson Moore, 0, 4, 4, 0, 0, 0
Tyson Moore/green (page does not exist), 0, 3, 3, 0, 0, 0
Gray Porpoise/To Do List/Public, 0, 3, 2, 1, 0, 0
JzG, 109, 6, 5, 1, 105, 4
JoeSmack, 0, 9, 9, 0, 0, 0
Amalas, 46, 2, 1, 1, 42, 4
Fortunecookie289, 0, 2, 2, 0, 0, 0
Fortunecookie289/Esperanza, 0, 1, 1, 0, 0, 0
Madhyako Pradeshlo, 0, 2, 2, 0, 0, 0
Sp3000, 0, 6, 6, 0, 0, 0
Sp3000/Esperanza (page does not exist), 0, 6, 6, 0, 0, 0
Advanced, 0, 3, 3, 0, 0, 0
PaxEquilibrium, 0, 3, 2, 1, 0, 0
Stemonitis, 62, 1, 1, 0, 57, 5
Lycaon, 0, 1, 1, 0, 0, 0
Shotwell, 0, 1, 1, 0, 0, 0
Lincher, 0, 1, 1, 0, 0, 0
Richard0612, 0, 11, 1, 10, 0, 0
Wikiwoohoo, 0, 3, 2, 1, 0, 0
Phenz, 0, 2, 2, 0, 0, 0
NikoSilver, 0, 6, 5, 1, 0, 0
Llama man/Esperanza (page does not exist), 0, 12, 12, 0, 0, 0
SonicChao/Esperanza (page does not exist), 0, 7, 7, 0, 0, 0
SonicChao (page does not exist), 0, 8, 8, 0, 0, 0
Bottesini, 0, 8, 8, 0, 0, 0
Bottesini/Esperanza, 0, 8, 8, 0, 0, 0
The Mirror of the Sea, 0, 9, 9, 0, 0, 0
Captaindansplashback (page does not exist), 0, 1, 0, 1, 0, 0
Brookie, 34, 111, 21, 90, 34, 0
TSO1D, 57, 12, 11, 1, 54, 3
TheOtherBob, 0, 4, 4, 0, 0, 0
Gracenotes, 0, 27, 15, 12, 0, 0
WikiMan53, 0, 5, 4, 1, 0, 0
Davidruben, 66, 10, 4, 6, 49, 17
Colin, 0, 6, 2, 4, 0, 0
Ars Scriptor (page does not exist), 0, 2, 2, 0, 0, 0
Mindspillage/admin, 0, 2, 2, 0, 0, 0
Regan123, 0, 2, 1, 1, 0, 0
TonyTheTiger, 0, 22, 10, 12, 0, 0
Andrew73, 0, 2, 2, 0, 0, 0
Gaviidae, 0, 1, 1, 0, 0, 0
UninvitedCompany, 1, 35, 27, 8, 0, 1
Ceyockey, 51, 1, 0, 1, 49, 2
RoySmith, 38, 6, 4, 2, 31, 7
Anthony.bradbury, 104, 115, 70, 45, 103, 1
Skyemoor, 0, 1, 1, 0, 0, 0
Tonywalton, 34, 4, 3, 1, 34, 0
Just H, 0, 38, 33, 5, 0, 0
Sd31415, 0, 55, 55, 0, 0, 0
Imaglang, 0, 11, 11, 0, 0, 0
Rfrisbie, 0, 1, 1, 0, 0, 0
Ssbohio, 0, 10, 3, 7, 0, 0
Hagerman, 0, 1, 1, 0, 0, 0
CharonX, 0, 2, 1, 1, 0, 0
CharonX/Userboxes, 0, 1, 0, 1, 0, 0
CameoAppearance, 0, 1, 1, 0, 0, 0
Katalaveno, 0, 45, 21, 24, 0, 0
Deon555/Esperanza, 0, 3, 3, 0, 0, 0
Deon555/Desk, 0, 3, 3, 0, 0, 0
WJBscribe, 133, 242, 164, 78, 129, 4
Yaf, 0, 8, 8, 0, 0, 0
The Ministry of Truth/Userboxes/Nat Soc (page does not exist), 0, 1, 0, 1, 0, 0
The Ministry of Truth/Userboxes/Communist, 0, 1, 0, 1, 0, 0
The Ministry of Truth/Userboxes/Totalitarian, 0, 1, 0, 1, 0, 0
The Ministry of Truth/Userboxes/Fascist (page does not exist), 0, 1, 0, 1, 0, 0
The Ministry of Truth/Userboxes/NPD DEU, 0, 1, 0, 1, 0, 0
The Ministry of Truth/Userboxes/Death Penalty, 0, 1, 0, 1, 0, 0
Nehrams2020, 46, 10, 2, 8, 46, 0
Wizardman, 66, 468, 158, 310, 61, 5
Hoverfish, 0, 1, 1, 0, 0, 0
Green451, 0, 1, 1, 0, 0, 0
AndonicO, 100, 41, 9, 32, 87, 13
AndonicO/My Autograph Book (page does not exist), 0, 5, 5, 0, 0, 0
Insanephantom, 0, 44, 43, 1, 0, 0
Natl1, 0, 47, 41, 6, 0, 0
King Toadsworth, 0, 4, 4, 0, 0, 0
Bubba ditto, 0, 2, 0, 2, 0, 0
Anom8trw8, 0, 1, 1, 0, 0, 0
Yuser31415, 0, 25, 24, 1, 0, 0
Scobell302/Esperanza, 0, 4, 4, 0, 0, 0
Mikkerpikker (page does not exist), 0, 8, 8, 0, 0, 0
Somitho, 0, 15, 15, 0, 0, 0
Tennis Dynamite, 0, 11, 10, 1, 0, 0
Tennis Dynamite/My Autograph Book, 0, 10, 9, 1, 0, 0
A Train, 0, 16, 12, 4, 0, 0
Shlomke, 0, 4, 3, 1, 0, 0
Drboggs (page does not exist), 0, 1, 1, 0, 0, 0
Coemgenus/Esperanza (page does not exist), 0, 7, 7, 0, 0, 0
Canadian-Bacon, 107, 0, 0, 0, 105, 2
Gzkn, 0, 9, 8, 1, 0, 0
1568, 0, 1, 1, 0, 0, 0
Ham, 0, 1, 1, 0, 0, 0
TeckWiz/@ (page does not exist), 0, 32, 32, 0, 0, 0
Delldot, 65, 34, 20, 14, 65, 0
Amaas120 (page does not exist), 0, 2, 2, 0, 0, 0
Groggy Dice, 0, 16, 12, 4, 0, 0
Gogo Dodo, 0, 45, 19, 26, 0, 0
R613vlu, 0, 8, 4, 4, 0, 0
CJ King, 0, 9, 9, 0, 0, 0
Chairman S., 0, 15, 15, 0, 0, 0
Chill doubt, 0, 6, 6, 0, 0, 0
Mecu (page does not exist), 0, 11, 7, 4, 0, 0
Ekki01, 0, 1, 1, 0, 0, 0
Terence Ong/E (page does not exist), 0, 4, 4, 0, 0, 0
Evadb/Esperanza, 0, 8, 8, 0, 0, 0
Evadb, 0, 12, 12, 0, 0, 0
Garcilaso, 0, 1, 1, 0, 0, 0
Crazytales, 66, 13, 9, 4, 42, 24
Extranet, 0, 12, 12, 0, 0, 0
My/sig (page does not exist), 0, 7, 7, 0, 0, 0
Pikminlover, 0, 1, 1, 0, 0, 0
LestatdeLioncourt, 0, 2, 2, 0, 0, 0
Sd31415/Signature Book, 0, 43, 43, 0, 0, 0
Cswrye, 0, 2, 2, 0, 0, 0
Llama man/Autographs (page does not exist), 0, 7, 7, 0, 0, 0
Science4sail, 0, 1, 1, 0, 0, 0
Jenny Wong, 0, 2, 2, 0, 0, 0
Boothy443, 0, 105, 21, 84, 0, 0
Arjun01, 117, 45, 37, 8, 114, 3
The Blue Lion, 0, 1, 1, 0, 0, 0
GabrielF, 0, 2, 1, 1, 0, 0
Cat Whisperer, 0, 1, 1, 0, 0, 0
PrestonH (page does not exist), 0, 22, 18, 4, 0, 0
ColourBurst, 0, 1, 1, 0, 0, 0
Lentower, 0, 1, 1, 0, 0, 0
JDoorjam, 63, 6, 5, 1, 60, 3
JDoorjam/Esperanza, 0, 6, 5, 1, 0, 0
Sd31415/Esperanza (page does not exist), 0, 1, 1, 0, 0, 0
Bezking, 0, 1, 1, 0, 0, 0
Bezking/Esperanza, 0, 1, 1, 0, 0, 0
Ekantik, 0, 2, 2, 0, 0, 0
Sir Cyrus (page does not exist), 0, 1, 1, 0, 0, 0
Happy New Year 2007!, 0, 1, 1, 0, 0, 0
82.58.49.69 (page does not exist), 0, 1, 0, 1, 0, 0
204.184.199.1 (page does not exist), 0, 1, 0, 1, 0, 0
Olorin28, 0, 18, 14, 4, 0, 0
Jossifresco (page does not exist), 0, 60, 55, 5, 0, 0
Adam1213, 0, 20, 20, 0, 0, 0
KHM03, 0, 54, 54, 0, 0, 0
Ian Pitchford, 0, 10, 10, 0, 0, 0
Croat Canuck, 0, 23, 22, 1, 0, 0
220.233.48.200 (page does not exist), 0, 1, 1, 0, 0, 0
Bonaparte, 0, 13, 11, 2, 0, 0
Adashiel, 40, 14, 14, 0, 38, 2
EVula/admin, 0, 55, 18, 37, 0, 0
Nimbat230 (page does not exist), 0, 1, 1, 0, 0, 0
SpLoT/Sandbox, 0, 1, 1, 0, 0, 0
SpLoT/Userboxen, 0, 2, 2, 0, 0, 0
SpLoT/Gallery, 0, 2, 2, 0, 0, 0
Eli Falk, 0, 1, 1, 0, 0, 0
HIZKIAH, 0, 15, 15, 0, 0, 0
Cohesion, 40, 6, 6, 0, 40, 0
David Fuchs, 0, 42, 22, 20, 0, 0
^demon, 0, 9, 4, 5, 0, 0
Bbatsell, 52, 24, 18, 6, 51, 1
CJ King/Wikipedia pages (page does not exist), 0, 6, 6, 0, 0, 0
Barry zito (page does not exist), 0, 1, 1, 0, 0, 0
Miss Madeline, 0, 4, 4, 0, 0, 0
Booyabazooka, 0, 2, 1, 1, 0, 0
Yao Ziyuan (page does not exist), 0, 1, 1, 0, 0, 0
Iriseyes, 0, 3, 3, 0, 0, 0
Oden, 0, 2, 2, 0, 0, 0
Foundby, 0, 1, 1, 0, 0, 0
Sir james paul, 0, 53, 50, 3, 0, 0
DGrimshaw, 0, 1, 1, 0, 0, 0
Argyriou, 0, 20, 11, 9, 0, 0
Wiki is Freaakky. (page does not exist), 0, 2, 2, 0, 0, 0
Resolute, 55, 12, 2, 10, 55, 0
Alex43223/Concordia, 0, 25, 24, 1, 0, 0
NoSeptember/Signature13, 0, 15, 15, 0, 0, 0
Visviva, 71, 4, 3, 1, 67, 4
Ryanpostlethwaite (page does not exist), 0, 23, 21, 2, 0, 0
Rasillon, 0, 2, 2, 0, 0, 0
Wikipeditor, 0, 2, 2, 0, 0, 0
Mel Etitis, 0, 50, 43, 7, 0, 0
ATren, 0, 3, 2, 1, 0, 0
Osidge, 0, 6, 3, 3, 0, 0
Kusunose, 0, 1, 1, 0, 0, 0
Wikimachine, 0, 8, 6, 2, 0, 0
WikiSpaceboy, 0, 1, 1, 0, 0, 0
Dozenist, 0, 1, 1, 0, 0, 0
Postdlf, 26, 7, 7, 0, 26, 0
Freedom to share, 0, 1, 1, 0, 0, 0
Daisuke-Matsuzaka, 0, 1, 1, 0, 0, 0
Zantastik, 0, 1, 1, 0, 0, 0
Meno25, 42, 22, 22, 0, 42, 0
Metros235, 0, 1, 1, 0, 0, 0
Sr13, 48, 35, 32, 3, 43, 5
RWR8189, 0, 1, 1, 0, 0, 0
Vary, 67, 3, 1, 2, 66, 1
Pirate Foundation (page does not exist), 0, 1, 0, 1, 0, 0
Teh tennisman/Signature Book, 0, 16, 15, 1, 0, 0
Moink, 0, 14, 12, 2, 0, 0
Rlevse, 61, 52, 18, 34, 52, 9
Sumoeagle179, 0, 61, 14, 47, 0, 0
Xyzzy n, 0, 1, 1, 0, 0, 0
The Rambling Man, 0, 160, 115, 45, 0, 0
TheQuandry (page does not exist), 0, 1, 0, 1, 0, 0
Night_Gyr, 68, 0, 0, 0, 51, 17
Addyboy (page does not exist), 0, 2, 1, 1, 0, 0
Night Gyr, 0, 2, 0, 2, 0, 0
Night Gyr/Over, 0, 2, 0, 2, 0, 0
Dmz5, 0, 4, 2, 2, 0, 0
SG, 0, 1, 1, 0, 0, 0
Dragomiloff, 0, 7, 7, 0, 0, 0
Tellyaddict, 0, 19, 17, 2, 0, 0
Imjustmatthew, 0, 5, 4, 1, 0, 0
Information Center, 0, 2, 2, 0, 0, 0
Information Center/Awards, 0, 2, 2, 0, 0, 0
Information Center/EA, 0, 2, 2, 0, 0, 0
AO (page does not exist), 0, 50, 34, 16, 0, 0
AO/My Autograph Book (page does not exist), 0, 12, 11, 1, 0, 0
Raymond arritt, 0, 19, 9, 10, 0, 0
Mardavich, 0, 4, 3, 1, 0, 0
Jamason, 0, 1, 1, 0, 0, 0
William Mauco, 0, 1, 1, 0, 0, 0
MariusM, 0, 6, 5, 1, 0, 0
FT2, 72, 7, 1, 6, 55, 17
Slrubenstein, 0, 9, 6, 3, 0, 0
ContiE, 16, 15, 15, 0, 15, 1
Imageboy1, 0, 6, 6, 0, 0, 0
Ciz, 0, 1, 1, 0, 0, 0
NinaOdell, 0, 2, 2, 0, 0, 0
Zetawoof, 0, 1, 1, 0, 0, 0
Steele (page does not exist), 0, 1, 1, 0, 0, 0
Audacity, 39, 13, 10, 3, 34, 5
Taxwoman, 0, 3, 1, 2, 0, 0
Chris is me, 0, 3, 2, 1, 0, 0
HarrisX, 0, 1, 1, 0, 0, 0
Twas Now, 0, 10, 8, 2, 0, 0
Dekimasu, 43, 34, 6, 28, 43, 0
PeaceNT, 75, 55, 13, 42, 72, 3
Cylonhunter, 0, 3, 1, 2, 0, 0
DFBot, 0, 1, 1, 0, 0, 0
SebastianHelm, 1, 19, 4, 15, 0, 1
Trebor Rowntree (page does not exist), 0, 18, 17, 1, 0, 0
Squeezeweasel, 0, 1, 1, 0, 0, 0
Danielfolsom (page does not exist), 0, 3, 1, 2, 0, 0
Nwwaew, 0, 4, 3, 1, 0, 0
Carpet9, 0, 5, 5, 0, 0, 0
Thincat, 0, 6, 2, 4, 0, 0
Folantin, 0, 19, 13, 6, 0, 0
6SJ7, 0, 4, 2, 2, 0, 0
Ganymead, 0, 3, 3, 0, 0, 0
Jreferee, 98, 114, 102, 12, 96, 2
Hbdragon88, 54, 11, 3, 8, 0, 54
KonstableSock (page does not exist), 0, 3, 3, 0, 0, 0
Martinp, 0, 21, 1, 20, 0, 0
Donald Albury, 0, 1, 1, 0, 0, 0
Modernist, 0, 159, 23, 136, 0, 0
Petr K, 0, 1, 1, 0, 0, 0
Alan.ca, 0, 3, 2, 1, 0, 0
BozMo, 66, 15, 12, 3, 42, 24
Scimitar, 54, 49, 44, 5, 49, 5
Hu12, 66, 21, 11, 10, 42, 24
Parker007, 0, 1, 1, 0, 0, 0
BlankVerse, 0, 25, 21, 4, 0, 0
ScottW, 0, 3, 2, 1, 0, 0
Aktron, 0, 1, 1, 0, 0, 0
Tragic Baboon, 0, 24, 17, 7, 0, 0
Leifern, 0, 1, 0, 1, 0, 0
Elizmr (page does not exist), 0, 3, 2, 1, 0, 0
GHcool, 0, 2, 0, 2, 0, 0
Mysid, 48, 0, 0, 0, 45, 3
West Brom 4ever, 0, 2, 2, 0, 0, 0
PhantomS, 0, 1, 1, 0, 0, 0
MoRsE, 55, 21, 4, 17, 51, 4
Jujucabana, 0, 1, 0, 1, 0, 0
Mike Searson, 0, 3, 2, 1, 0, 0
Celithemis, 0, 2, 2, 0, 0, 0
Kyriakos, 0, 12, 8, 4, 0, 0
YechielMan (page does not exist), 0, 90, 88, 2, 0, 0
Diomidis Spinellis, 0, 1, 1, 0, 0, 0
Dev920, 0, 18, 16, 2, 0, 0
Biruitorul, 0, 8, 2, 6, 0, 0
Jeffpw, 0, 10, 6, 4, 0, 0
Caglarkoca, 0, 1, 1, 0, 0, 0
Veesicle, 0, 15, 11, 4, 0, 0
Tohru Honda13, 0, 5, 5, 0, 0, 0
Tohru Honda13/Autograph Book, 0, 3, 3, 0, 0, 0
No31328, 0, 1, 1, 0, 0, 0
Ceoil, 0, 52, 6, 46, 0, 0
JavMilos, 0, 1, 1, 0, 0, 0
Dirak (page does not exist), 0, 1, 1, 0, 0, 0
CJLL_Wright, 49, 0, 0, 0, 46, 3
Maunus, 79, 9, 1, 8, 0, 79
Shaericell (page does not exist), 0, 1, 1, 0, 0, 0
Shaericell/Name for mom's triplets (page does not exist), 0, 1, 1, 0, 0, 0
Jgp, 0, 1, 1, 0, 0, 0
Flyingtoaster1337, 0, 3, 3, 0, 0, 0
RxKaffee (page does not exist), 0, 1, 1, 0, 0, 0
ChrisBradley, 0, 1, 1, 0, 0, 0
Floria L, 0, 1, 0, 1, 0, 0
AntiVandalBot, 0, 1, 1, 0, 0, 0
A. Exeunt, 0, 2, 0, 2, 0, 0
Kaiti, 0, 2, 2, 0, 0, 0
HagermanBot, 0, 4, 4, 0, 0, 0
FrancoGG, 0, 3, 3, 0, 0, 0
Ryulong/Impostor list, 0, 1, 1, 0, 0, 0
Quendus, 0, 1, 1, 0, 0, 0
Tuxide, 0, 1, 1, 0, 0, 0
Acalamari, 115, 518, 186, 332, 114, 1
Tennis expert, 0, 1, 0, 1, 0, 0
TRSJ, 0, 1, 1, 0, 0, 0
TRSJ/AB, 0, 1, 1, 0, 0, 0
Mholland, 0, 3, 3, 0, 0, 0
JuJube, 0, 2, 2, 0, 0, 0
K37, 0, 1, 1, 0, 0, 0
David Gerard, 0, 95, 75, 20, 0, 0
Mark, 0, 25, 24, 1, 0, 0
Joshbuddy, 107, 9, 7, 2, 87, 20
Larry laptop, 0, 1, 0, 1, 0, 0
OhanaUnited, 82, 81, 10, 71, 0, 82
Cool Hand Luke, 0, 28, 17, 11, 0, 0
Kendrick7, 0, 1, 0, 1, 0, 0
Kncyu38 (page does not exist), 0, 47, 43, 4, 0, 0
MichaelLinnear (page does not exist), 0, 11, 7, 4, 0, 0
PullToOpen (page does not exist), 0, 9, 8, 1, 0, 0
TheNudge (page does not exist), 0, 1, 1, 0, 0, 0
JFreeman, 0, 1, 1, 0, 0, 0
Dycedarg, 0, 2, 1, 1, 0, 0
Matthuxtable, 0, 1, 1, 0, 0, 0
Ed, 0, 2, 2, 0, 0, 0
Quadzilla99, 0, 6, 3, 3, 0, 0
GCFreak2, 0, 2, 2, 0, 0, 0
Lordmontu, 0, 1, 1, 0, 0, 0
Mikedk9109/Autographs (page does not exist), 0, 5, 5, 0, 0, 0
RockMFR, 74, 14, 5, 9, 58, 16
Yandman, 77, 0, 0, 0, 62, 15
Shimeru, 61, 19, 9, 10, 58, 3
32X, 0, 1, 1, 0, 0, 0
The Hybrid, 0, 4, 2, 2, 0, 0
Tractorkingsfan, 0, 6, 5, 1, 0, 0
Newport, 0, 5, 3, 2, 0, 0
Gardener of Geda, 0, 2, 0, 2, 0, 0
Geo.plrd, 0, 5, 3, 2, 0, 0
Geo.plrd/Esperanza, 0, 8, 6, 2, 0, 0
Cerebral Warrior, 0, 1, 0, 1, 0, 0
RiseRobotRise, 0, 1, 0, 1, 0, 0
Qwghlm, 53, 2, 1, 1, 51, 2
QmunkE, 0, 1, 1, 0, 0, 0
HornetMike, 0, 2, 2, 0, 0, 0
WikiGull (page does not exist), 0, 1, 1, 0, 0, 0
Richard Rundle, 0, 2, 1, 1, 0, 0
Dudesleeper, 0, 2, 2, 0, 0, 0
Infrangible, 0, 89, 89, 0, 0, 0
SteveO, 0, 2, 2, 0, 0, 0
Wikipedier (page does not exist), 0, 12, 12, 0, 0, 0
Trevor MacInnis, 0, 9, 3, 6, 0, 0
Yonatanh, 0, 3, 2, 1, 0, 0
Retiono Virginian, 0, 7, 7, 0, 0, 0
Leflyman, 0, 4, 2, 2, 0, 0
Jersey_Devil, 85, 0, 0, 0, 66, 19
Galactor213, 0, 1, 1, 0, 0, 0
Chicocvenancio, 0, 1, 1, 0, 0, 0
Zleitzen, 0, 6, 5, 1, 0, 0
Captain Wikify, 0, 4, 4, 0, 0, 0
Walton monarchist89 (page does not exist), 0, 101, 90, 11, 0, 0
TDC, 0, 6, 3, 3, 0, 0
Dangerous-Boy, 0, 5, 5, 0, 0, 0
Gabbec, 0, 1, 1, 0, 0, 0
Striver, 0, 2, 1, 1, 0, 0
Cindery, 0, 2, 0, 2, 0, 0
Hyperbole (page does not exist), 0, 1, 0, 1, 0, 0
Khodavand, 0, 1, 0, 1, 0, 0
Gilliam, 66, 11, 4, 7, 50, 16
The Joker, 0, 23, 11, 12, 0, 0
VD64992, 0, 1, 1, 0, 0, 0
Tomas417, 0, 1, 1, 0, 0, 0
Picaroon9288, 64, 0, 0, 0, 64, 0
Jorcoga/R, 0, 26, 26, 0, 0, 0
Causesobad, 0, 21, 19, 2, 0, 0
Johnbod, 0, 68, 19, 49, 0, 0
MikeHunt35 (page does not exist), 0, 1, 1, 0, 0, 0
.V., 0, 8, 6, 2, 0, 0
Wooyi, 0, 25, 22, 3, 0, 0
Mus Musculus, 0, 8, 6, 2, 0, 0
David.Mestel, 0, 3, 2, 1, 0, 0
Carabinieri, 59, 2, 1, 1, 51, 8
Geniac, 32, 1, 0, 1, 29, 3
Malber/thegame (page does not exist), 0, 1, 1, 0, 0, 0
Xevious, 0, 1, 1, 0, 0, 0
PDH, 0, 1, 0, 1, 0, 0
My Name Is Not Earl, 0, 2, 1, 1, 0, 0
Xiner, 72, 46, 35, 11, 61, 11
JFBurton, 0, 1, 1, 0, 0, 0
Simply south, 0, 9, 6, 3, 0, 0
William Pembroke, 0, 1, 1, 0, 0, 0
Real96, 0, 19, 18, 1, 0, 0
Abecedare, 212, 37, 1, 36, 0, 212
Freedom skies, 0, 1, 1, 0, 0, 0
LordHarris, 0, 6, 3, 3, 0, 0
Nineteenninetyfour, 0, 1, 1, 0, 0, 0
RyGuy, 0, 4, 4, 0, 0, 0
RyGuy/ Signature Book, 0, 2, 2, 0, 0, 0
RyGuy/ Journal (page does not exist), 0, 2, 2, 0, 0, 0
SkyWalker, 0, 6, 2, 4, 0, 0
Jahangard, 0, 2, 1, 1, 0, 0
Anwar saadat, 0, 23, 1, 22, 0, 0
Coelacan, 121, 18, 13, 5, 116, 5
Import007, 0, 1, 1, 0, 0, 0
Black Falcon, 0, 88, 71, 17, 0, 0
Shadowbot (page does not exist), 0, 1, 1, 0, 0, 0
Shadowbot2, 0, 1, 1, 0, 0, 0
Shadow1/ShadowTool (page does not exist), 0, 1, 1, 0, 0, 0
Veinor, 56, 2, 2, 0, 55, 1
Shadow1/Perlwikipedia, 0, 1, 1, 0, 0, 0
Curps, 26, 6, 5, 1, 25, 1
Peter M Dodge, 0, 5, 1, 4, 0, 0
Captain panda, 0, 213, 185, 28, 0, 0
Captain panda/Autograph Book (page does not exist), 0, 63, 60, 3, 0, 0
J. Spencer, 0, 3, 3, 0, 0, 0
Ral315/WTHN, 0, 38, 19, 19, 0, 0
Selket, 56, 13, 12, 1, 48, 8
Drmaik, 0, 2, 2, 0, 0, 0
Richard D. LeCour, 0, 2, 2, 0, 0, 0
Paul Pigman, 0, 40, 40, 0, 0, 0
Cuchullain, 61, 0, 0, 0, 59, 2
TheLateDentarthurdent, 0, 1, 1, 0, 0, 0
Soman, 0, 2, 1, 1, 0, 0
IronGargoyle, 0, 36, 20, 16, 0, 0
Kathryn NicDhàna (page does not exist), 0, 25, 9, 16, 0, 0
Descendall (page does not exist), 0, 1, 1, 0, 0, 0
BuickCenturyDriver, 0, 97, 26, 71, 0, 0
Corpx, 0, 16, 13, 3, 0, 0
CiaranG, 0, 1, 1, 0, 0, 0
Dan D. Ric, 0, 6, 5, 1, 0, 0
Sluzzelin, 0, 18, 5, 13, 0, 0
Geohevy, 0, 1, 1, 0, 0, 0
Riana_dzasta, 142, 0, 0, 0, 140, 2
Iana-ray Zasta-day, 0, 1, 1, 0, 0, 0
Roadmr, 0, 7, 5, 2, 0, 0
Mschel, 0, 66, 60, 6, 0, 0
AMbroodEY, 0, 3, 3, 0, 0, 0
Rayfield, 0, 1, 1, 0, 0, 0
Ckatz, 57, 2, 2, 0, 0, 57
Fredil, 0, 1, 1, 0, 0, 0
ILP/L (page does not exist), 0, 1, 1, 0, 0, 0
Bjweeks, 0, 27, 19, 8, 0, 0
Persian_Poet_Gal, 184, 0, 0, 0, 184, 0
Iranian Poet Girl (page does not exist), 0, 1, 1, 0, 0, 0
Cassivs, 0, 4, 4, 0, 0, 0
Leebo86, 0, 2, 1, 1, 0, 0
Hut 8.5, 0, 20, 4, 16, 0, 0
QuasyBoy, 0, 5, 3, 2, 0, 0
Cometstyles, 0, 90, 66, 24, 0, 0
Dave souza, 0, 18, 6, 12, 0, 0
Bushcarrot, 0, 3, 2, 1, 0, 0
Bushcarrot/Desk (page does not exist), 0, 2, 2, 0, 0, 0
Davidcannon, 1, 41, 35, 6, 0, 1
Ouro, 0, 8, 3, 5, 0, 0
Malevious, 0, 4, 2, 2, 0, 0
Dgies, 83, 30, 23, 7, 66, 17
RHB, 0, 4, 4, 0, 0, 0
CWY2190, 0, 9, 1, 8, 0, 0
WODUP, 70, 25, 13, 12, 61, 9
Hairchrm (page does not exist), 0, 1, 1, 0, 0, 0
MetsFan76, 0, 2, 2, 0, 0, 0
Nuggetboy, 0, 1, 1, 0, 0, 0
Mehrshad123, 0, 1, 1, 0, 0, 0
ElinorD, 114, 37, 35, 2, 105, 9
ShadowHalo, 49, 2, 2, 0, 49, 0
UkPaolo, 55, 27, 27, 0, 51, 4
Tenacious D Fans, 0, 1, 1, 0, 0, 0
Icez, 0, 1, 1, 0, 0, 0
Extraordinary Machine, 0, 7, 6, 1, 0, 0
F3rn4nd0, 0, 2, 2, 0, 0, 0
Armon, 0, 11, 10, 1, 0, 0
Qxz, 0, 2, 1, 1, 0, 0
Tnuocca ladnav (page does not exist), 0, 1, 1, 0, 0, 0
Hendry1307 (page does not exist), 0, 8, 6, 2, 0, 0
Alabamaboy (page does not exist), 0, 37, 25, 12, 0, 0
Karim Prince1 (page does not exist), 0, 2, 1, 1, 0, 0
Llama_man, 50, 0, 0, 0, 44, 6
Uninsured Driver, 0, 2, 1, 1, 0, 0
Bowsy, 0, 1, 0, 1, 0, 0
Ta bu shi da yu (page does not exist), 0, 42, 32, 10, 0, 0
SaxTeacher, 0, 15, 15, 0, 0, 0
Iamunknown, 0, 2, 2, 0, 0, 0
60.234.48.7 (page does not exist), 0, 1, 0, 1, 0, 0
GenghizRat, 0, 1, 1, 0, 0, 0
Qp10qp, 0, 11, 4, 7, 0, 0
David Underdown, 0, 14, 6, 8, 0, 0
Merzul, 0, 2, 2, 0, 0, 0
Avraham/RfA-B, 0, 42, 6, 36, 0, 0
Brimba, 0, 1, 1, 0, 0, 0
Canadianshoper, 0, 1, 1, 0, 0, 0
Essjay, 73, 67, 64, 3, 71, 2
EstherRice, 0, 2, 1, 1, 0, 0
Lesnail, 0, 2, 1, 1, 0, 0
Provelt (page does not exist), 0, 1, 1, 0, 0, 0
Tropicality, 0, 1, 1, 0, 0, 0
BigrTex, 37, 2, 2, 0, 36, 1
Xdamr, 47, 4, 4, 0, 47, 0
LuciferMorgan, 0, 4, 4, 0, 0, 0
GhostPirate, 0, 1, 1, 0, 0, 0
FeloniousMonk, 88, 40, 35, 5, 63, 25
Pagrashtak, 63, 8, 3, 5, 58, 5
Hernie 5 (page does not exist), 0, 1, 1, 0, 0, 0
Marskell/VfD, 0, 1, 0, 1, 0, 0
Irishguy, 79, 11, 7, 4, 78, 1
Mr.crabby, 0, 6, 5, 1, 0, 0
Dave (page does not exist), 0, 1, 1, 0, 0, 0
Zahakiel, 0, 5, 3, 2, 0, 0
General Idea (page does not exist), 0, 1, 1, 0, 0, 0
John Reaves, 0, 32, 30, 2, 0, 0
